delivery_datatype	check_status_sv	data_checked_by_sv	visit_year	platform_code	visit_id	expedition_id	station_name	reported_station_name	sample_project_name_sv	sample_orderer_name_sv	visit_date	sample_time	sample_enddate	sample_endtime	shark_sample_id	sample_latitude_dm	sample_longitude_dm	sample_latitude_dd	sample_longitude_dd	positioning_system_code	water_depth_m	wind_direction_code	wind_speed_ms	air_temperature_degc	air_temperature_wet_degc	air_pressure_hpa	weather_observation_code	cloud_observation_code	wave_observation_code	ice_observation_code	Secchi depth (m)	QFLAG Secchi depth	additional_sampling	visit_comment	sample_depth_m	Pressure CTD (dbar)	QFLAG Pressure CTD	Temperature bottle (C)	QFLAG Temperature bottle	Temperature CTD (C)	QFLAG Temperature CTD	Salinity bottle (o/oo psu)	QFLAG Salinity bottle	Salinity CTD (o/oo psu)	QFLAG Salinity CTD	Conductivity_25 bottle (mS/m)	QFLAG Conductivity_25 bottle	Conductivity CTD (mS/m)	QFLAG Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	QFLAG Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	QFLAG Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	QFLAG Hydrogen sulphide H2S	pH	QFLAG pH	pH Laboratory	QFLAG pH Laboratory	Temperature pH Laboratory (C)	QFLAG Temperature pH Laboratory	Alkalinity (mmol/kg)	QFLAG Alkalinity	Alkalinity_2 (mmol/l)	QFLAG Alkalinity_2	Phosphate PO4-P (umol/l)	QFLAG Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	QFLAG Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	QFLAG Nitrite NO2-N	Nitrate NO3-N (umol/l)	QFLAG Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	QFLAG Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	QFLAG Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	QFLAG Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	QFLAG Humus	Chlorophyll-a bottle (ug/l)	QFLAG Chlorophyll-a bottle	Dissovled organic carbon DOC (umol/l)	QFLAG Dissovled organic carbon DOC	Particulate organic carbon POC (umol/l)	QFLAG Particulate organic carbon POC	Total organic carbon TOC (mg/l)	QFLAG Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	QFLAG Particulate organic nitrogen PON	Current direction (deca degrees)	QFLAG Current direction	Current velocity (cm/s)	QFLAG Current velocity	Lignin (mg/l)	QFLAG Lignin	Yellow substance (1/l)	QFLAG Yellow substance	Aluminium (ug/l)	QFLAG Aluminium	Urea (umol/l)	QFLAG Urea	Colored dissolved organic matter CDOM (1/m)	QFLAG Colored dissolved organic matter CDOM	sample_comment	location_water_category	location_water_district	location_svar_sea_area_name	location_svar_sea_area_code	location_type_area	location_sea_basin	location_helcom_ospar_area	location_economic_zone	location_county	location_municipality	station_viss_eu_id	reporting_institute_name_sv	data_holding_centre	internet_access	dataset_name	dataset_file_name
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0277		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	16:01			SHARK-HYD+2016+34AR+0277+50+50	56 40.12	12 06.67	56.66867	12.11117		64	23	10	12.6		1011	1	5	3	0	7				50					5.48				33.92						5.22		5.3				8.00		7.773		25.3		2.330				0.74		1.09		0.07		10.10		10.17				17.6		13.2																													4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0277		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	16:01			SHARK-HYD+2016+34AR+0277+63+63	56 40.12	12 06.67	56.66867	12.11117		64	23	10	12.6		1011	1	5	3	0	7				63			5.58				33.939								5.42								7.746		25.3		2.331				0.81		1.14		0.08		10.47		10.55				18.9		14.7																													4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0276		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	01:45			SHARK-HYD+2016+34AR+0276+0+0	58 15.59	11 26.13	58.25983	11.43550		75	14	3.5	12.8		1010	9	9	9	0					0			11.58		11.56				24.48						6.85		6.7														0.03		0.56		0.02	<	0.10		0.10				14.6		0.4				1.0																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0276		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	01:45			SHARK-HYD+2016+34AR+0276+5+5	58 15.59	11 26.13	58.25983	11.43550		75	14	3.5	12.8		1010	9	9	9	0					5					11.45				24.92						6.85		6.7														0.03		0.49		0.02	<	0.17		0.17				15.4		0.5				1.0																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0276		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	01:45			SHARK-HYD+2016+34AR+0276+10+10	58 15.59	11 26.13	58.25983	11.43550		75	14	3.5	12.8		1010	9	9	9	0					10			9.92		9.91				28.74						6.85		6.8														0.03		0.46		0.07		0.99		1.06				13.2		1.5				1.4																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0276		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	01:45			SHARK-HYD+2016+34AR+0276+15+15	58 15.59	11 26.13	58.25983	11.43550		75	14	3.5	12.8		1010	9	9	9	0					15					7.91				31.30						6.17		6.1														0.31		0.59		0.19		5.49		5.68				15.0		5.3				1.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0276		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	01:45			SHARK-HYD+2016+34AR+0276+20+20	58 15.59	11 26.13	58.25983	11.43550		75	14	3.5	12.8		1010	9	9	9	0					20			6.69		6.71				32.70						5.62		5.7														0.56		0.86		0.20		8.36		8.56				15.8		7.9				0.5																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0276		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	01:45			SHARK-HYD+2016+34AR+0276+30+30	58 15.59	11 26.13	58.25983	11.43550		75	14	3.5	12.8		1010	9	9	9	0					30					7.01				33.75						6.08		5.8														0.43		0.74		0.14		3.23		3.37				12.4		4.4				0.4																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0276		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	01:45			SHARK-HYD+2016+34AR+0276+40+40	58 15.59	11 26.13	58.25983	11.43550		75	14	3.5	12.8		1010	9	9	9	0					40			7.06		7.05				34.18						6.04		5.9														0.49		0.82		0.13		3.20		3.33				11.0		4.6				0.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0276		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	01:45			SHARK-HYD+2016+34AR+0276+50+50	58 15.59	11 26.13	58.25983	11.43550		75	14	3.5	12.8		1010	9	9	9	0					50					7.07				34.41						6.04		5.9														0.52		0.80		0.17		2.73		2.90				11.5		4.4				0.5																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0276		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-20	01:45			SHARK-HYD+2016+34AR+0276+74+74	58 15.59	11 26.13	58.25983	11.43550		75	14	3.5	12.8		1010	9	9	9	0					74			7.15				34.780								5.97																0.58		0.90		0.23		2.83		3.06				11.1		4.8																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+0+0	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	0					11.23				18.09						6.96		6.9				8.19		8.029		25.4		1.985				0.06		0.52		0.02	<	0.10	<	0.10	<			15.1		0.8				0.8																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+5+5	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	5			11.23		11.24				18.10						6.97		6.9				8.18		8.022		25.4		1.985				0.06		0.55		0.02	<	0.10	<	0.10	<			15.2		0.7				0.7																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+10+10	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	10					10.66				22.16						7.18		6.9				8.21		8.042		25.4		2.079				0.03		0.49		0.02		0.24		0.26				15.7		0.8				2.5																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+15+15	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	15			7.01		7.03				31.95						7.63		7.9				8.25		8.041		25.3		2.307				0.03		0.45		0.17		2.36		2.53				15.0		0.2				8.7																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+20+20	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	20					6.04				33.27						6.28		6.2				8.11		7.889		25.4		2.305				0.39		0.59		0.35		7.64		7.99				15.6		5.2				2.8																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+25+25	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	25			5.85		5.85				33.45						6.12		6.1				8.08		7.858		25.2		2.313				0.48		0.68		0.33		8.12		8.45				15.1		6.6				1.7																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+30+30	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	30					5.80				33.50						6.06		6.0				8.07		7.847		25.3		2.315				0.51		0.79		0.31		8.40		8.71				16.1		7.3				1.3																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+40+40	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	40			5.57		5.57				33.72						5.74		5.7				8.03		7.809		25.3		2.314				0.63		0.90		0.12		9.22		9.34				17.2		10.2				2.1																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+50+50	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	50					5.49				33.89						5.43		5.4				8.00		7.778		25.2		2.324				0.75		0.89		0.11		9.90		10.01				16.4		13.0																													4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0267		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	03:50			SHARK-HYD+2016+34AR+0267+62+62	56 40.12	12 06.67	56.66867	12.11117		63	15	6	10.3		1008	1	4	3	0				FLUORESCENSTOPP 17M	62			5.53				33.936								5.32								7.765		25.2			B			0.79		0.98		0.13		10.03		10.16				16.9		13.9																													4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0268		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	06:40			SHARK-HYD+2016+34AR+0268+0+0	56 56.40	12 12.71	56.94000	12.21183		31	16	7	9.8		1009	1	3	3	0	8.5			INGEN ZOOPLANKTONHÅV - STARK STRÖM	0			9.88		9.86				20.09						7.12		7.1				8.21		8.033		25.3			B			0.04		0.54		0.02	<	0.10	<	0.10	<			14.4		0.3				0.6																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0268		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	06:40			SHARK-HYD+2016+34AR+0268+5+5	56 56.40	12 12.71	56.94000	12.21183		31	16	7	9.8		1009	1	3	3	0	8.5			INGEN ZOOPLANKTONHÅV - STARK STRÖM	5					10.39				21.25						7.07		7.0				8.21		8.041		25.2		2.037				0.03		0.46		0.02	<	0.10	<	0.10	<			14.2		0.4				0.8																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0268		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	06:40			SHARK-HYD+2016+34AR+0268+10+10	56 56.40	12 12.71	56.94000	12.21183		31	16	7	9.8		1009	1	3	3	0	8.5			INGEN ZOOPLANKTONHÅV - STARK STRÖM	10			7.86		8.61				25.73						7.07		7.4				8.17		7.976		25.2		2.197				0.06		0.51		0.02	<	0.10	<	0.10	<			11.8		0.7				1.9																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0268		N14 FALKENBERG	N14 FALKENBERG	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-05-19	06:40			SHARK-HYD+2016+34AR+0268+15+15	56 56.40	12 12.71	56.94000	12.21183		31	16	7	9.8		1009	1	3	3	0	8.5			INGEN ZOOPLANKTONHÅV - STARK STRÖM	15					6.50				32.21						6.36		6.5				8.10		7.884		25.2		2.309				0.20		0.85		0.06		1.33		1.39				14.0		5.0				9.3																									3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
